Offre,Type_Activite,Cluster_Adresse,Adresse,Code_Postal,Commune,Code_Insee,Latitude,Longitude,Telephone,Mail,Url,Equipement,Animal_Accepte,Groupe_Accepte,Langue,Ouverture_Annee,Reservation_Possible
"AIRE DE PIQUE-NIQUE À ""LA HAIE LONGUE"" - SAINT AUBIN DE LUIGNÉ",Aire de pique-nique,      Port du Pâtis - La Haie Longue,      Port du Pâtis - La Haie Longue,49190,VAL-DU-LAYON,49292,47.3455538,-0.6931112,02 41 78 33 28,,,,,,,oui,non
AIRE DE PIQUE-NIQUE ZONE DE LOISIRS DE PIGRE,Aire de pique-nique,    45 D12  ,    45 D12  ,85540,LE CHAMP-SAINT-PERE,85050,46.5031601,-1.3478703,02 51 40 93 24,mairie.champstpere@wanadoo.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE VERS LES CHAMPS NEUFS,Aire de pique-nique,    Route des Carris  ,    Route des Carris  ,44320,FROSSAY,44061,47.24536,-1.8882865,02 40 39 72 72,mairie.frossay@wanadoo.fr,http://www.frossay.fr,Aire de pique nique,oui,,,oui,non
AIRE DE PIQUE-NIQUE SUR L'ÎLE DE CHALONNES,Aire de pique-nique,      La Basse île,      La Basse île,49290,CHALONNES-SUR-LOIRE,49063,47.373558,-0.8099469,,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE SQUARE DU MIGRON,Aire de pique-nique,  Square du Migron Rue du Camping  ,  Square du Migron Rue du Camping  ,44320,FROSSAY,44061,47.257991,-1.9141781,02 40 39 72 72,mairie.frossay@wanadoo.fr,http://www.frossay.fr,Aire de pique nique,oui,,,oui,non
CARROUSEL DU CHÂTEAU,Jeux pour enfants,    Place du Château  ,    Place du Château  ,44210,PORNIC,44131,47.11373,-2.10618,,,,Bar##Restaurant,,,,oui,non
AIRE DE PIQUE-NIQUE SQUARE DE GIBOT,Aire de pique-nique,  Square de Gibot Rue d'Anjou BOUZILLE,  Square de Gibot Rue d'Anjou BOUZILLE,49530,OREE D'ANJOU,49069,47.3396977,-1.1048809,,,,Aire de pique nique,,,,,non
CENTRE AQUATIQUE,Balnéothérapie et Spa##Piscine,    Route de Pincé  ,    Route de Pincé  ,72300,SABLE-SUR-SARTHE,72264,47.8271241,-0.3266334,02 43 92 92 22,centreaquatique@sablesursarthe.fr,http://centreaquatique.sablesursarthe.fr/,Aire de pique nique##Bar##Restaurant,non,oui,Anglais##Français,oui,oui
AIRE DE PIQUE-NIQUE RUE DU PUITS,Aire de pique-nique,    Rue du puits  ,    Rue du puits  ,85460,LA FAUTE-SUR-MER,85307,46.3153336,-1.3072298,02 51 97 19 20,mairie@lafautesurmer.fr,http://www.lafautesurmer.fr/,Aire de pique nique##Toilettes,oui,oui,Français,oui,non
CARROUSEL ET VOLTIGE BAROQUE DE THARON PLAGE,Jeux pour enfants,  Tharon Plage PARKING DU GRAND ESCALIER Boulevard de l'Océan,  Tharon Plage PARKING DU GRAND ESCALIER Boulevard de l'Océan,44730,SAINT-MICHEL-CHEF-CHEF,44182,47.16561,-2.16717,02 40 27 82 54,,,Bar##Restaurant,,,,,non
CAP TONIC,,    Mairie de Mesquer  ,    Mairie de Mesquer  ,44420,MESQUER,44097,47.39962,-2.4608,06 71 71 62 29,captonicmesquer@gmail.com,,,,,,,non
AIRE DE PIQUE-NIQUE ROMAINE,Aire de pique-nique,       ,       ,85290,MORTAGNE-SUR-SEVRE,85151,46.988282,-0.9574169,,,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE RAMPILLON,Aire de pique-nique,    Chemin de la Forêt  ,    Chemin de la Forêt  ,85560,LONGEVILLE-SUR-MER,85127,46.3857974,-1.4707094,02 51 33 30 33,accueil@longevillesurmer.fr,,Aire de pique nique##Toilettes,,,,,non
CAPITAINERIE DU PORT DU MANS,Bateaux promenade##Cale de mise à l'eau##Halte fluviale##Ponton##Port de plaisance,    101 quai Amiral Lalande  ,    101 Quai Amiral Lalande  ,72000,LE MANS,72181,48.0017046,0.18927289,02 43 80 56 62,port@cenovia.fr,www.portdumans.com,Toilettes,non,oui,Anglais##Français,oui,non
AIRE DE PIQUE-NIQUE PRIVÉE - MOULIN BLANC,Aire de pique-nique,      Les Tavelières,      Les Tavelières,85320,ROSNAY,85135,46.530456,-1.310713,02 51 97 36 48,tliebessart@mourat.com,,Aire de pique nique,oui,oui,,non,non
AIRE DE PIQUE-NIQUE PLAN D' EAU DE LA RABRETIERE,Aire de pique-nique,    PLAN D'EAU DE LA RABRETIERE LES ESSARTS,    PLAN D'EAU DE LA RABRETIERE LES ESSARTS,85140,ESSARTS EN BOCAGE,85084,46.7641009,-1.193332,02 51 62 83 26,mairie-des-essarts@wanadoo.fr,www.ville-les-essarts85.fr,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE PLAGE DES CONCHES,Aire de pique-nique,    Chemin de la Jalousie Les Conches,    Chemin de la Jalousie Les Conches,85560,LONGEVILLE-SUR-MER,85127,46.3907202,-1.4870604,02 51 33 30 33,accueil@longevillesurmer.fr,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE PASSERELLE DE L'ÉQUIPEMENT,Aire de pique-nique,    Accès secours n°18 Les Conches,    Accès secours n°18 Les Conches,85560,LONGEVILLE-SUR-MER,85127,46.386629,-1.468923,02 51 33 30 33,accueil@longevillesurmer.fr,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE PARKING DU SOUVENIR,Aire de pique-nique,    Rue Georges Clemenceau  ,    Rue Georges Clémenceau  ,85560,LONGEVILLE-SUR-MER,85127,46.4247088,-1.4947529,02 51 33 30 33,accueil@longevillesurmer.fr,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE PARC MUNICIPAL,Aire de pique-nique,    Avenue de Général de Gaulle  ,    Avenue de Général de Gaulle  ,85440,AVRILLE,85010,46.471049,-1.4982108,02 51 22 32 22,mairie.avrille85@wanadoo.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE PARC DE LOISIRS,Aire de pique-nique,    Rue du Communal  ,    Rue du Communal  ,85540,CURZON,85077,46.4459196,-1.30755,02 51 30 81 09,mairie.curzon@wanadoo.fr,,,,,,,non
AIRE DE PIQUE-NIQUE PARC DE LA MAIRIE,Aire de pique-nique##Jeux pour enfants,    Parc de la Mairie  ,    Parc de la Mairie  ,44240,SUCE-SUR-ERDRE,44201,47.3397405,-1.5253659,,,,Aire de pique nique##Restaurant##Toilettes,oui,oui,,oui,non
CANÖÉ,Activités sportives,  CAMPING LE MOULIN DE RAMBOURG   51 Rambourg,  CAMPING LE MOULIN DE RAMBOURG   51 Rambourg,85310,NESMY,85160,46.6053055,-1.3964651,02 51 07 63 83, campinglemoulinderambourg@laposte.net,http://www.campingmoulinderambourg.com/,,,oui,Anglais##Français,non,oui
CANOËS - LA MAISON DU MARAIS,Activités sportives,      La Pépière,      La Pépière,85560,LONGEVILLE-SUR-MER,85127,46.4157118,-1.4812754,06 86 61 14 18,sports@longevillesurmer.fr,http://www.longevillesurmer.com,,oui,oui,Anglais##Français,non,non
CANOËS - BASE DE SAINT VINCENT SUR GRAON,Activités sportives,      Lac du Graon,      Lac du Graon,85540,SAINT-VINCENT-SUR-GRAON,85277,46.5268439,-1.388501,02 51 31 44 69,,,,,,,non,non
AIRE DE PIQUE-NIQUE OBSERVATOIRE DES MARAIS,Aire de pique-nique,    Route des Amourettes  ,    Route des Amourettes  ,85520,JARD-SUR-MER,85114,46.4279419,-1.5845824,02 51 33 40 17,mairie@ville-jardsurmer.fr,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE L’ÉTANG DES ROCHETTES,Aire de pique-nique,      L'étang des Rochette,      L'étang des Rochette,85620,ROCHESERVIERE,85190,46.9463789,-1.5056924,,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE LES JARDINS DE LA MAIRIE,Aire de pique-nique,    rue Nationale   ,    rue nationale  ,85500,LES HERBIERS,85109,46.8694571,-1.0066692,02 51 91 07 67,,www.lesherbiers.fr,Aire de pique nique##Toilettes,oui,,Français,oui,non
AIRE DE PIQUE-NIQUE LES JARDINS DE L'ÉTOILE,Aire de pique-nique,    Route de Saint Sauveur de Landemont LANDEMONT,    Route de Saint Sauveur de Landemont LANDEMONT,49270,OREE D'ANJOU,49069,47.2670757,-1.244922,02 40 83 57 49,champtoceaux@uneautreloire.fr,http://www.champtoceaux.fr,Aire de pique nique##Toilettes,,,,,non
CANOËS - BASE DE SAINT BENOIST,Activités sportives,       ,       ,85540,SAINT-BENOIST-SUR-MER,85201,46.424339,-1.3547419,02 51 98 93 26,contact@paysmoutierrois.fr,www.paysmoutierrois.fr,,,,,non,non
CENTRE DE BIEN-ETRE LA CHRYSALIDE,Balnéothérapie et Spa##Salle de remise en forme##Thalassothérapie,"      4, Bellevue","      4, Bellevue",85220,LA CHAPELLE-HERMIER,85054,46.6660341,-1.7696884,02 51 08 07 00,contact@lachrysalide.institute,http://www.lachrysalide.institute/,Salle de réunion équipée##Toilettes,non,oui,Anglais##Français,oui,oui
AIRE DE PIQUE-NIQUE LES CINQ ROUTES,Aire de pique-nique,    rue des Coteaux  ,    rue des Coteaux  ,85620,ROCHESERVIERE,85190,46.9330688,-1.5156595,,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE LE TERTRE ROUGE,Aire de pique-nique##Jeux pour enfants,    Le Tertre Rouge  ,    Le Tertre rouge  ,44390,PETIT-MARS,44122,47.3895959,-1.4338682,,,,Aire de pique nique##Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE LE PORT LA RIVIÈRE,Aire de pique-nique,    Port La Rivière  ,    Port La Rivière  ,44390,PETIT-MARS,44122,47.40708,-1.4847498,,,,Aire de pique nique##Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE LE PLAN D'EAU,Aire de pique-nique,    Le Plan d'Eau  ,    Le Plan d'eau  ,44390,NORT-SUR-ERDRE,44110,47.4372492,-1.4957134,,,,,,,,,non
AIRE DE PIQUE-NIQUE LE MOULIN DE L'ANSONNIERE,Aire de pique-nique,    LE MOULIN DE L'ANSONNIERE LES ESSARTS,    LE MOULIN DE L'ANSONNIERE LES ESSARTS,85140,ESSARTS EN BOCAGE,85084,46.7938376,-1.2122957,02 51 62 83 26,mairie-des-essarts@wanadoo.fr,www.ville-les-essarts85.fr,Aire de pique nique,,,,,non
CANOË-KAYAK - O' PLAISIR DE L'EAU,Activités sportives,    Rue du Communal  ,    Rue du Communal  ,85540,CURZON,85077,46.4459196,-1.30755,06 20 70 10 78,,,,,,,non,non
CANOË-KAYAK - ENTRE TERRE ET MER,Activités sportives,    Parking des Gâtines Rue du Presbytère,  Parking des Gâtines Rue du Presbytère  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4668826,-1.616017,06 40 32 54 75,informations@talmontcanoekayak.fr,https://talmontcanoekayak.fr,,,oui,Français,non,oui
AIRE DE PIQUE-NIQUE LE GUÉ ,Aire de pique-nique,    Le gué  ,    Le gué  ,44390,NORT-SUR-ERDRE,44110,47.455407,-1.4901508,,,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE LE DOLMEN DE LA FRÉBOUCHÈRE,Aire de pique-nique,    Rue de la Frébouchère  ,    Rue de la Frébouchère  ,85560,LONGEVILLE-SUR-MER,85127,46.4484466,-1.4692077,02 51 33 30 69,mairie.lebernard@orange.fr,,,,,,,non
AIRE DE PIQUE-NIQUE LE CORNEAU,Aire de pique-nique,      Le Corneau - LA BOISSIERE-SUR-EVRE,      Le Corneau - LA BOISSIERE-SUR-EVRE,49110,MONTREVAULT-SUR-EVRE,49218,47.2994368,-1.0707142,02 41 75 54 19,lefuilet@uneautreloire.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE LE CHEMIN DES ECOLIERS,Aire de pique-nique,      parking des écoles,      parking des écoles,85500,BEAUREPAIRE,85017,46.9070046,-1.0897064,02 51 91 02 24,,www.mairie-beaurepaire85.fr,Aire de pique nique##Toilettes,oui,non,Français,oui,non
AIRE DE PIQUE-NIQUE LE CHALONGE,Aire de pique-nique,      Le Chalonge - LE MARILLAIS,      Le Chalonge - LE MARILLAIS,49410,MAUGES-SUR-LOIRE,49244,47.367072,-1.0733846,02 41 72 62 32,saintflorentlevieil@uneautreloire.fr,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE LA PAQUELAIS,Aire de pique-nique,  La Paquelais    ,  La Paquelais    ,44360,VIGNEUX-DE-BRETAGNE,44217,47.334933,-1.698139,02 40 57 39 50,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE LA MARATTE,Aire de pique-nique,       ,       ,85540,SAINT-BENOIST-SUR-MER,85201,46.424339,-1.3547419,02 51 30 84 56,mairie-saint-benoist-sur-mer@wanadoo.fr,,,,,,,non
AIRE DE PIQUE-NIQUE LA GILLERAIE,Aire de pique-nique,    La gilleraie  ,    La gilleraie  ,85510,LE BOUPERE,85031,46.7944082,-0.9067431,02 51 91 41 65,mairie.le.boupere@wanadoo.fr,http://www.leboupere.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE LA FOSSE AUX CHOUANS,Aire de pique-nique,    Forêt de la Pelissonnière  ,    Forêt de la Pelissonnière  ,85510,LE BOUPERE,85031,46.7859917,-0.9517855,02 51 91 41 65,mairie.le.boupere@wanadoo.fr,http://www.leboupere.fr/,Aire de pique nique,,,,,non
CANOË-KAYAK FONTENAY LE COMTE (C.K.F),Base ou club nautique,    81 rue de Pilorge Base de Pilorge,    81 rue de Pilorge Base de Pilorge,85200,FONTENAY-LE-COMTE,85092,46.4778561,-0.7908615,06 08 61 36 45,ckflc@free.fr,http://www.canoekayakfontenaylecomte.fr,Aire de pique nique##Toilettes,oui,oui,Anglais##Français,oui,oui
"CANOË-KAYAK, STAND UP PAPDDLE : LOCATION, RANDONNÉES NATURE, COURS, STAGES",Activités sportives,    Les Poulliers  ,    Les Poulliers  ,72200,LA FLECHE,72154,47.6958442,-0.080847,02.43.45.98.10,,http://www.canoe-kayak-lafleche.fr,,non,oui,Anglais##Français,oui,oui
AIRE DE PIQUE-NIQUE LA CAPETERIE,Aire de pique-nique,    LA CAPETERIE LES ESSARTS,    LA CAPETERIE LES ESSARTS,85140,ESSARTS EN BOCAGE,85084,46.771919,-1.2256236,02 51 62 83 26,mairie-des-essarts@wanadoo.fr,www.ville-les-essarts85.fr,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE LA BRUNELIERE,Aire de pique-nique,      la Bruneliere,      la Bruneliere,85590,SAINT-MARS-LA-REORTHE,85242,46.859225,-0.9177529,02 51 57 33 25,,www.saintmarslareorthe.fr,Aire de pique nique,oui,,Français,oui,non
AIRE DE PIQUE-NIQUE LA BELLETIÈRE,Aire de pique-nique,    La Belletière  ,    La Belletière  ,44390,NORT-SUR-ERDRE,44110,47.4754388,-1.487863,,,,Aire de pique nique,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE LA BARAUDIÈRE,Aire de pique-nique##Lac de pêche,    La Baraudière  ,    La Baraudière  ,44240,SUCE-SUR-ERDRE,44201,47.3491443,-1.5071643,,,,,,,,,non
AIRE DE PIQUE-NIQUE L' OUCHE DE LA FONTAINE,Aire de pique-nique,    PARKING DE L'OUCHE DE LA FONTAINE LES ESSARTS,    PARKING DE L'OUCHE DE LA FONTAINE LES ESSARTS,85140,ESSARTS EN BOCAGE,85084,46.7729411,-1.2268325,02 51 62 83 26,mairie-des-essarts@wanadoo.fr,www.ville-les-essarts85.fr,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE JARDIN DU CHAMPALUD,Aire de pique-nique,      Le Champalud - CHAMPTOCEAUX,      Le Champalud - CHAMPTOCEAUX,49270,OREE D'ANJOU,49069,47.338171,-1.2654489,02 40 83 57 49,champtoceaux@uneautreloire.fr,http://www.champtoceaux.fr,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE GUÉ DE LA ROCHE,Aire de pique-nique,       ,       ,44390,NORT-SUR-ERDRE,44110,47.4911358,-1.4668012,,,,Aire de pique nique,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE GRAND BOISVINET,Aire de pique-nique,    Rue du Commandant Charcot  ,    Rue du Commandant Charcot  ,85520,JARD-SUR-MER,85114,46.4087194,-1.5686693,02 51 33 40 17,,,Aire de pique nique##Toilettes,,,,,non
"AIRE DE PIQUE-NIQUE ET PONTON ""BLANCHETIERE""",Aire de pique-nique##Lac de pêche##Ponton,    La Blanchetière  ,    La Blanchetière  ,44390,NORT-SUR-ERDRE,44110,47.4026466,-1.5194096,,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE ET JEUX ENFANTS,Aire de pique-nique##Boulodrome##Jeux pour enfants,    Route de Fay de Bretagne  ,    Route de Fay de Bretagne  ,44810,HERIC,44073,47.4146052,-1.660152,,,,Aire de pique nique##Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE ET HALTE À VÉLO,Aire d'arrêt Vélo##Aire de pique-nique,  Espace Cathelineau Avenue de l'Europe SAINT-FLORENT-LE-VIEIL,  Espace Cathelineau Avenue de l'Europe SAINT-FLORENT-LE-VIEIL,49410,MAUGES-SUR-LOIRE,49244,47.3620293,-1.0130979,02 41 72 62 32,saintflorentlevieil@uneautreloire.fr,,Aire de pique nique##Toilettes,oui,oui,,,non
AIRE DE PIQUE-NIQUE ET ARRÊT VÉLO LE CUL DU MOULIN,Aire d'arrêt Vélo##Aire de pique-nique,      Le Cul du Moulin - CHAMPTOCEAUX,      Le Cul du Moulin - CHAMPTOCEAUX,49270,OREE D'ANJOU,49069,47.3391298,-1.2750323,02 40 83 57 49,champtoceaux@uneautreloire.fr,http://www.champtoceaux.fr,Aire de pique nique##Toilettes,oui,,,,non
AIRE DE PIQUE-NIQUE ESPACE THALWEG,Aire de pique-nique,    Derrière l'Eglise  ,    Derrière l'Eglise  ,44260,MALVILLE,44089,47.3611139,-1.8655534,02 28 00 28 44,contact@estuairesillontourisme.fr,,Aire de pique nique,,,,oui,non
CANOË KAYAK VERTOU,Aire de pique-nique##Base ou club nautique##Jeux pour enfants##Lac de pêche##Mini golf##Ponton##Skatepark,    Boulevard Guichet Serex Parc de Loisirs du Loiry,    Boulevard Guichet Serex Parc de Loisirs du Loiry,44120,VERTOU,44215,47.163819,-1.476986,02 40 34 29 97,ckvertou@yahoo.fr,http://www.ck-vertou.fr/,Aire de pique nique,oui,oui,Anglais,oui,non
AIRE DE PIQUE-NIQUE ESPACE SAINT-ANDRÉ,Aire de pique-nique,       ,       ,85130,SAINT-AUBIN-DES-ORMEAUX,85198,47.0035979,-1.0367034,,,,Aire de pique nique,,,,,non
CANOË KAYAK VERTOU,Activités sportives,    Boulevard Guichet Serex Parc de Loisirs du Loiry,    Boulevard Guichet Serex Parc de Loisirs du Loiry,44120,VERTOU,44215,47.1628269,-1.4775438,,06.62.37.45.92,,,oui,oui,Anglais,oui,non
AIRE DE PIQUE-NIQUE ERDRE ,Aire de pique-nique,    Chemin de la Trudelle  ,    Chemin de la Trudelle  ,44390,NORT-SUR-ERDRE,44110,47.4407457,-1.4956188,,,,,,,,,non
AIRE DE PIQUE-NIQUE EN BORDS DE LOIRE À ST FLORENT LE VIEIL,Aire de pique-nique,"  Promenade Julien Gracq, Chemin de halage   La Carrière - SAINT-FLORENT-LE-VIEIL","  Promenade Julien Gracq, Chemin de halage   La Carrière - SAINT-FLORENT-LE-VIEIL",49410,MAUGES-SUR-LOIRE,49244,47.3646891,-1.0186126,02 41 72 62 32,saintflorentlevieil@uneautreloire.fr,,Aire de pique nique##Toilettes,oui,oui,,,non
AIRE DE PIQUE-NIQUE DU VILLAGE LE PLESSIS,Aire de pique-nique,      Le Plessis,      Le Plessis,85560,LE BERNARD,85022,46.4561617,-1.4404033,02 51 33 30 69,mairie.lebernard@orange.fr,,,,,,,non
AIRE DE PIQUE-NIQUE DU VIEUX CHÂTEAU,Aire de pique-nique,     Rue du Vieux Château  ,     Rue du Vieux Château  ,85700,POUZAUGES,85182,46.7851164,-0.8386592,02 51 57 01 37,mairie@pouzauges.com,http://www.pouzauges.com/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU VEILLON,Aire de pique-nique,    Avenue de la Plage Parking du Veillon,    Avenue de la Plage Parking du Veillon,85440,TALMONT-SAINT-HILAIRE,85288,46.4357804,-1.6592022,02 51 90 60 42,info@talmontsainthilaire.fr,,Aire de pique nique##Toilettes,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE DU VAL D'ORNAY,Aire de pique-nique,      Vallée de l'Ornay,      Vallée de l'Ornay,85000,LA ROCHE-SUR-YON,85191,46.649315,-1.4481652,,,,Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE DU SQUARE PAUL ARNAUD,Aire de pique-nique,    Square Paul Arnaud  ,    Square Paul Arnaud  ,85000,LA ROCHE-SUR-YON,85191,46.6753386,-1.4149353,,,,,,,,oui,non
AIRE DE PIQUE-NIQUE DU SOUCHAY,Aire de pique-nique##Jeux pour enfants,      Le Souchay - SAINT-REMY-EN-MAUGES,      Le Souchay - SAINT-REMY-EN-MAUGES,49110,MONTREVAULT-SUR-EVRE,49218,47.2732701,-1.0776613,02 41 30 11 34,,http://www.stremyenmauges.fr/,Aire de pique nique,,,,,non
CANOË KAYAK LE MOULIN DE PLESSARD,Base ou club nautique,    Le Moulin de Plessard  ,    Le Moulin de Plessard  ,85610,CUGAND,85076,47.082181,-1.273891,02 40 54 39 59,,http://www.ckclisson.fr,Toilettes,non,oui,Français,non,non
AIRE DE PIQUE-NIQUE DU ROCHER,Aire de pique-nique,    Chemin des Grandes Plantes Le Rocher,    Chemin des Grandes Plantes Le Rocher,85560,LONGEVILLE-SUR-MER,85127,46.4038701,-1.4990116,02 51 33 30 33,accueil@longevillesurmer.fr,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU PUY LAMBERT,Aire de pique-nique,    Rue de la sagesse La Flocellière,    Rue de la sagesse La Flocellière,85700,SEVREMONT,85090,46.8253284,-0.8753075,02 51 57 22 19,secretariat.sevremont@orange.fr,http://laflocelliere.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU PRÉ DE L'ÂNE,Aire de pique-nique,    Place des Arcades  ,    Place des Arcades  ,85250,CHAVAGNES-EN-PAILLERS,85065,46.8909656,-1.2491817,02 51 42 21 06,contact@mairie-chavagnes-en-paillers.fr,www.chavagnes-en-paillers.fr,Aire de pique nique##Bar##Restaurant,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE DU PORT DE LA GUITTIÈRE,Aire de pique-nique,    Rue des Parcs  ,    Rue des Parcs  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4325947,-1.6361287,02 51 90 60 42,info@talmontsainthilaire.fr,,Aire de pique nique##Toilettes,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE DU PORT,Aire de pique-nique,    Le Port  ,      Le port,44130,BLAIN,44015,47.4684945,-1.7641182,,,,,,,,,non
AIRE DE PIQUE-NIQUE DU PORT,Aire de pique-nique,    centre ville   ,    centre ville   ,44260,LAVAU-SUR-LOIRE,44080,47.3053032,-1.9641719,02 28 00 28 47,c.tarde@estuaire-sillon.fr,,,,,,oui,non
AIRE DE PIQUE-NIQUE DU PORT,Aire de pique-nique,    Le Port  ,    Le Port  ,85420,MAILLE,85132,46.3409506,-0.7948615,02 51 87 05 78,,,Aire de pique nique##Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE DU PONT DE CHAILLÉ,Aire de pique-nique,    Route de St Florent des Bois CHAILLE SOUS LES ORMEAUX,    Route de St Florent des Bois CHAILLE SOUS LES ORMEAUX,85310,RIVES DE L'YON,85213,46.5822338,-1.362187,,,,Toilettes,,,,oui,non
CANOË KAYAK DES PONTS DE CÉ (CKPC),Base ou club nautique,"    30, rue Maximin Gélineau  ","    30, rue Maximin Gélineau  ",49130,LES PONTS-DE-CE,49246,47.42427,-0.52146,02 41 44 65 15,contactckpc@laposte.net,http://www.canoekayakdespontsdece.fr,,oui,oui,Anglais##Français,,non
AIRE DE PIQUE-NIQUE DU PONT DE BOHARDY,Aire de pique-nique##Jeux pour enfants,    Côte du vieux pont MONTREVAULT,    Côte du vieux pont MONTREVAULT,49110,MONTREVAULT-SUR-EVRE,49218,47.2649898,-1.0479317,02 41 75 54 19,,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU PONT AUX MOINES,Aire de pique-nique,      Rue du Pont aux Moines,      Rue du Pont aux Moines,49610,SAINT-MELAINE-SUR-AUBANCE,49308,47.3726004,-0.4972127,,,,Aire de pique nique,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE DU PLUMAT,Aire de pique-nique,    Route de l'Abbaye du Lieu Dieu  ,    Route de l'Abbaye du Lieu Dieu  ,85520,JARD-SUR-MER,85114,46.4217983,-1.6027554,02 51 33 40 17,mairie@ville-jardsurmer.fr,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU PLAN D'EAU DES MORINEAUX,Aire de pique-nique,    Allée des Morineaux  ,    Allée des Morineaux  ,85700,SAINT-MESMIN,85254,46.8000916,-0.7375471,02 51 91 97 30,secretariat.mairiesaintmesmin@orange.fr,http://www.saintmesmin.com/fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU PLAN D'EAU,Aire de pique-nique,    Avenue de la Gare  ,    avenue de la Gare  ,49290,CHALONNES-SUR-LOIRE,49063,47.3499095,-0.7530576,,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE DU PLAN D'EAU,Aire de pique-nique,    Rue des Tilleuls Saint Michel Mont Mercure,    Rue des Tilleuls Saint Michel Mont Mercure,85700,SEVREMONT,85090,46.8306204,-0.8793147,02 51 57 20 32,mairie@saintmichelmontmercure.fr,http://www.saintmichelmontmercure.fr/,Aire de pique nique,,,,,non
CANOË KAYAK CLUB CALE DE LA SAVATTE,Base ou club nautique,    Cale de la Savatte  ,    cale de la Savatte  ,49100,ANGERS,49007,47.47244,-0.56198,02 41 72 07 04,info@ckca.fr,http://www.ckca.fr,,,,Français,,non
AIRE DE PIQUE-NIQUE DU PARC PAYSAGER,Aire de pique-nique,    Avenue Léo Lagrange  ,Avenue Léo Lagrange      ,44600,SAINT-NAZAIRE,44184,47.2712428,-2.2282013,,,,Aire de pique nique,oui,,,oui,non
AIRE DE PIQUE-NIQUE DU PARC DU PRIEURÉ,Aire de pique-nique##Jeux pour enfants##Terrain omnisports,    Rue du Prieuré MONTJEAN-SUR-LOIRE,    Rue du Prieuré MONTJEAN-SUR-LOIRE,49570,MAUGES-SUR-LOIRE,49244,47.3883,-0.8632273,02 41 39 07 07,montjeansurloire@uneautreloire.fr,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU PARC DES LAVANDIÈRES,Aire de pique-nique,    Parc des Lavandières Les Châtelliers-Châteaumur,    Parc des Lavandières Les Châtelliers-Châteaumur,85700,SEVREMONT,85090,46.8443618,-0.832067,02 51 92 20 67,mairie.chatelliers-chateaumur@wanadoo.fr,http://www.tourisme-paysdepouzauges.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU PARC DES ILOTS,Aire de pique-nique,      La Pommeraie sur Sèvre,      La Pommeraie sur Sèvre,85700,SEVREMONT,85090,46.8403329,-0.7732763,02 51 61 02 86,accueil-mairie-pommeraie-sur-sevre@orange.fr,http://www.lapommeraiesursevre.fr/,Aire de pique nique,,,,,non
